Supplier ID,Cost,Quality,Delivery time,Reliability,Flexibility,Capacity,Innovation,Reputation,Financial stability,Environmental impact,Social responsibility,Safety record,Technical expertise,Customer service,Lead time,Responsiveness,Contract terms,Diversity,Sustainability,Scalability,Supplier’s default
1489,0.96,0.039,0.006,0.702,0.529,0.969,0.645,Excellent,0.302,0.898,0.644,0.933,0.117,0.601,0.921,0.064,0.567,0.3,0.07,0.81,1
1490,0.997,0.879,0.656,0.973,0.332,0.145,0.983,Excellent,0.119,0.534,0.419,0.176,0.48,0.839,0.912,0.559,0.016,0.822,0.7,0.93,2
1491,0.175,0.677,0.116,0.684,0.837,0.106,0.307,Bad,0.939,0.006,0.748,0.734,0.659,0.879,0.279,0.305,0.79,0.351,0.554,0.903,1
1492,0.146,0.442,0.071,0.214,0.388,0.367,0.628,Average,0.82,0.268,0.747,0.712,0.547,0.393,0.366,0.228,0.203,0.293,0.143,0.799,1
1493,0.588,0.655,0.22,0.936,0.09,0.64,0.946,Bad,0.85,0.035,0.715,0.115,0.379,0.514,0.42,0.592,0.422,0.803,0.66,0.82,1
1494,0.671,0.522,0.001,0.45,0.874,0.282,0.609,Average,0.207,0.091,0.567,0.776,0.341,0.762,0.834,0.041,0.777,0.24,0.783,0.582,1
1495,0.304,0.329,0.213,0.149,0.937,0.524,0.584,Good,0.155,0.929,0.883,0.568,0.753,0.582,0.756,0.653,0.366,0.21,0.129,0.938,1
1496,0.188,0.993,0.799,0.385,0.167,0.522,0.539,Average,0.754,0.862,0.606,0.171,0.235,0.272,0.109,0.41,0.734,0.004,0.094,0.958,1
1497,0.096,0.837,0.616,0.027,0.184,0.51,0.093,Bad,0.525,0.7,0.007,0.421,0.313,0.988,0.294,0.797,0.799,0.27,0.079,0.999,1
1498,0.537,0.73,0.007,0.31,0.121,0.805,0.027,Bad,0.601,0.351,0.987,0.33,0.597,0.915,0.109,0.317,0.157,0.336,0.917,0.725,1
1499,0.924,0.138,0.003,0.93,0.511,0.794,0.294,Excellent,0.917,0.691,0.274,0.104,0.156,0.979,0.786,0.321,0.53,0.706,0.967,0.151,2
1500,0.679,0.078,0.301,0.789,0.494,0.375,0.602,Bad,0.888,0.031,0.951,0.229,0.789,0.821,0.278,0.262,0.068,0.938,0.219,0.609,1
1501,0.858,0.087,0.809,0.693,0.4,0.483,0.481,Bad,0.362,0.168,0.238,0.894,0.554,0.515,0.167,0.899,0.985,0.355,0.3,0.403,1
1502,0.245,0.31,0.897,0.829,0.213,0.848,0.457,Good,0.351,0.989,0.995,0.126,0.093,0.548,0.697,0.967,0.803,0.283,0.467,0.982,2
1503,0.962,0.653,0.774,0.619,0.992,0.204,0.389,Average,0.271,0.517,0.263,0.575,0.21,0.874,0.361,0.37,0.222,0.661,0.305,0.442,1
1504,0.966,0.755,0.549,0.91,0.059,0.872,0.406,Bad,0.538,0.79,0.431,0.294,0.138,0.18,0.765,0.298,0.574,0.262,0.217,0.069,1
1505,0.44,0.238,0.905,0.519,0.74,0.505,0.17,Excellent,0.548,0.768,0.487,0.648,0.226,0.922,0.987,0.774,0.293,0.937,0.12,0.485,2
1506,0.968,0.684,0.471,0.761,0.626,0.649,0.96,Average,0.367,0.069,0.577,0.474,0.121,0.119,0.575,0.377,0.739,0.034,0.437,0.796,1
1507,0.979,0.236,0.85,0.834,0.393,0.896,0.675,Bad,0.968,0.045,0.075,0.956,0.178,0.042,0.604,0.574,0.343,0.278,0.283,0.902,1
1508,0.462,0.5,0.861,0.988,0.259,0.955,0.825,Good,0.316,0.426,0.662,0.976,0.268,0.767,0.125,0.018,0.101,0.227,0.998,0.088,2
1509,0.329,0.651,0.199,0.793,0.758,0.999,0.412,Average,0.858,0.521,0.431,0.833,0.645,0.332,0.664,0.84,0.224,0.88,0.33,0.303,1
1510,0.597,0.955,0.658,0.537,0.89,0.903,0.332,Bad,0.484,0.966,0.878,0.359,0.9,0.963,0.303,0.966,0.175,0.662,0.823,0.179,2
1511,0.217,0.543,0.709,0.956,0.607,0.838,0.848,Average,0.512,0.021,0.211,0.829,0.676,0.335,0.813,0.842,0.843,0.684,0.427,0.074,1
1512,0.222,0.777,0.713,0.257,0.231,0.734,0.583,Excellent,0.458,0.633,0.717,0.952,0.229,0.736,0.22,0.85,0.684,0.809,0.473,0.179,2
1513,0.714,0.065,0.885,0.123,0.565,0.983,0.356,Excellent,0.278,0.767,0.45,0.192,0.432,0.783,0.612,0.247,0.392,0.53,0.494,0.789,2
1514,0.14,0.658,0.004,0.627,0.196,0.151,0.998,Excellent,0.946,0.259,0.556,0.352,0.007,0.23,0.803,0.772,0.315,0.59,0.278,0.357,1
1515,0.789,0.184,0.772,0.963,0.477,0.629,0.685,Good,0.86,0.775,0.189,0.538,0.973,0.704,0.553,0.808,0.744,0.313,0.326,0.332,1
1516,0.003,0.86,0.941,0.859,0.009,0.098,0.676,Good,0.171,0.764,0.9,0.299,0.799,0.242,0.417,0.645,0.607,0.411,0.554,0.658,1
1517,0.534,0.673,0.005,0.108,0.835,0.854,0.322,Average,0.445,0.29,0.809,0.554,0.45,0.322,0.72,0.106,0.055,0.597,0.008,0.771,1
1518,0.582,0.822,0.581,0.49,0.304,0.467,0.286,Bad,0.104,0.829,0.458,0.585,0.754,0.37,0.42,0.663,0.982,0.694,0.327,0.016,1
1519,0.298,0.142,0.887,0.288,0.054,0.516,0.186,Bad,0.442,0.11,0.714,0.482,0.274,0.489,0.071,0.752,0.788,0.226,0.679,0.857,1
1520,0.985,0.846,0.284,0.113,0.235,0.933,0.022,Average,0.058,0.151,0.942,0.347,0.188,0.467,0.267,0.971,0.229,0.935,0.866,0.985,1
1521,0.555,0.69,0.857,0.772,0.066,0.837,0.511,Excellent,0.681,0.448,0.45,0.671,0.8,0.302,0.987,0.064,0.637,0.444,0.33,0.799,2
1522,0.156,0.36,0.618,0.672,0.433,0.326,0.958,Average,0.286,0.725,0.582,0.749,0.853,0.995,0.634,0.536,0.727,0.764,0.758,0.919,2
1523,0.254,0.629,0.79,0.325,0.48,0.195,0.027,Bad,0.716,0.496,0.652,0.237,0.337,0.839,0.506,0.448,0.973,0.153,0.029,0.142,1
1524,0.007,0.879,0.562,0.733,0.078,0.476,0.351,Good,0.514,0.906,0.297,0.067,0.963,0.592,0.837,0.416,0.416,0.538,0.189,0.315,1
1525,0.876,0.892,0.121,0.679,0.169,0.655,0.709,Good,0.495,0.366,0.931,0.022,0.799,0.856,0.47,0.712,0.722,0.411,0.979,0.097,2
1526,0.249,0.159,0.771,0.082,0.004,0.964,0.826,Bad,0.305,0.215,0.266,0.175,0.884,0.77,0.893,0.869,0.563,0.673,0.158,0.083,1
1527,0.09,0.401,0.612,0.946,0.741,0.974,0.647,Good,0.091,0.991,0.94,0.816,0.865,0.509,0.547,0.64,0.647,0.278,0.344,0.619,2
1528,0.158,0.87,0.231,0.515,0.612,0.081,0.818,Bad,0.506,0.355,0.775,0.269,0.647,0.74,0.061,0.366,0.069,0.087,0.289,0.329,1
1529,0.784,0.347,0.794,0.399,0.045,0.332,0.964,Excellent,0.023,0.561,0.772,0.765,0.965,0.556,0.021,0.735,0.134,0.803,0.965,0.709,2
1530,0.672,0.073,0.509,0.182,0.169,0.864,0.981,Good,0.049,0.751,0.201,0.626,0.65,0.942,0.993,0.365,0.293,0.41,0.787,0.524,1
1531,0.261,0.113,0.136,0.392,0.563,0.848,0.333,Good,0.849,0.573,0.9,0.046,0.691,0.844,0.287,0.274,0.837,0.732,0.433,0.942,1
1532,0.473,0.518,0.3,0.815,0.448,0.59,0.516,Excellent,0.405,0.13,0.275,0.58,0.03,0.378,0.8,0.828,0.072,0.797,0.419,0.508,1
1533,0.812,0.741,0.01,0.324,0.795,0.414,0.458,Average,0.486,0.144,0.583,0.598,0.056,0.934,0.719,0.243,0.937,0.705,0.001,0.723,1
1534,0.644,0.342,0.804,0.707,0.611,0.19,0.708,Excellent,0.006,0.829,0.842,0.525,0.266,0.467,0.978,0.13,0.2,0.132,0.968,0.181,2
1535,0.502,0.332,0.683,0.081,0.672,0.691,0.484,Excellent,0.592,0.223,0.966,0.567,0.086,0.701,0.746,0.071,0.378,0.081,0.859,0.213,2
1536,0.973,0.36,0.203,0.548,0.264,0.881,0.896,Bad,0.23,0.172,0.096,0.085,0.29,0.214,0.346,0.229,0.305,0.597,0.971,0.781,1
1537,0.573,0.942,0.343,0.905,0.507,0.723,0.821,Average,0.682,0.258,0.368,0.677,0.228,0.443,0.192,0.643,0.362,0.875,0.055,0.185,1
1538,0.906,0.388,0.25,0.153,0.045,0.034,0.895,Bad,0.714,0.753,0.857,0.882,0.603,0.682,0.864,0.038,0.166,0.224,0.806,0.812,1
1539,0.592,0.276,0.27,0.47,0.553,0.244,0.533,Good,0.288,0.586,0.612,0.486,0.942,0.743,0.727,0.271,0.537,0.111,0.601,0.166,1
1540,0.794,0.455,0.038,0.294,0.394,0.139,0.95,Excellent,0.436,0.472,0.982,0.067,0.736,0.267,0.455,0.956,0.831,0.221,0.219,0.06,1
1541,0.481,0.794,0.035,0.538,0.448,0.882,0.838,Bad,0.14,0.62,0.139,0.339,0.057,0.915,0.95,0.436,0.447,0.194,0.348,0.362,1
1542,0.531,0.067,0.687,0.722,0.47,0.576,0.498,Excellent,0.27,0.089,0.955,0.747,0.438,0.533,0.658,0.175,0.049,0.088,0.426,0.317,1
1543,0.103,0.829,0.583,0.946,0.513,0.182,0.111,Good,0.322,0.498,0.779,0.511,0.773,0.727,0.396,0.82,0.501,0.837,0.906,0.778,2
1544,0.94,0.892,0.618,0.043,0.627,0.578,0.898,Excellent,0.631,0.9,0.363,0.393,0.632,0.964,0.047,0.086,0.347,0.015,0.191,0.819,2
1545,0.196,0.841,0.996,0.2,0.205,0.478,0.763,Excellent,0.535,0.72,0.36,0.746,0.674,0.097,0.129,0.455,0.056,0.383,0.939,0.026,2
1546,0.893,0.721,0.641,0.426,0.264,0.524,0.345,Good,0.117,0.345,0.337,0.555,0.205,0.506,0.23,0.284,0.366,0.14,0.671,0.609,1
1547,0.701,0.954,0.933,0.21,0.515,0.691,0.922,Bad,0.919,0.395,0.517,0.755,0.003,0.627,0.798,0.042,0.828,0.639,0.952,0.488,2
1548,0.671,0.197,0.29,0.954,0.4,0.798,0.311,Average,0.747,0.153,0.516,0.932,0.734,0.871,0.2,0.639,0.896,0.878,0.572,0.066,1
1549,0.654,0.861,0.132,0.416,0.555,0.552,0.99,Average,0.059,0.873,0.452,0.404,0.923,0.923,0.014,0.56,0.954,0.719,0.441,0.018,1
1550,0.581,0.471,0.028,0.906,0.288,0.36,0.849,Excellent,0.785,0.755,0.325,0.22,0.88,0.197,0.246,0.478,0.717,0.165,0.182,0.376,1
1551,0.147,0.411,0.577,0.448,0.451,0.288,0.11,Average,0.517,0.37,0.312,0.687,0.17,0.199,0.165,0.045,0.927,0.713,0.047,0.355,1
1552,0.503,0.956,0.144,0.037,0.024,0.673,0.596,Average,0.137,0.708,0.951,0.465,0.918,0.621,0.45,0.252,0.747,0.482,0.094,0.429,1
1553,0.054,0.916,0.942,0.791,0.302,0.31,0.433,Excellent,0.676,0.381,0.135,0.322,0.25,0.87,0.003,0.358,0.954,0.982,0.4,0.086,1
1554,0.094,0.505,0.895,0.734,0.489,0.883,0.146,Average,0.707,0.58,0.81,0.785,0.775,0.565,0.718,0.397,0.729,0.28,0.66,0.494,2
1555,0.978,0.076,0.703,0.134,0.724,0.189,0.495,Good,0.811,0.771,0.633,0.762,0.864,0.803,0.731,0.823,0.921,0.633,0.725,0.683,1
1556,0.836,0.964,0.308,0.834,0.196,0.328,0.849,Good,0.392,0.769,0.774,0.845,0.834,0.872,0.546,0.669,0.763,0.531,0.982,0.006,2
1557,0.364,0.507,0.058,0.954,0.246,0.693,0.355,Average,0.995,0.884,0.724,0.519,0.463,0.826,0.568,0.776,0.345,0.293,0.525,0.333,1
1558,0.925,0.092,0.45,0.874,0.558,0.949,0.134,Good,0.698,0.487,0.893,0.286,0.062,0.089,0.344,0.361,0.535,0.114,0.672,0.872,2
1559,0.251,0.584,0.029,0.852,0.767,0.342,0.235,Bad,0.883,0.632,0.001,0.313,0.543,0.486,0.158,0.005,0.064,0.579,0.288,0.048,1
1560,0.429,0.493,0.879,0.062,0.889,0.49,0.697,Average,0.582,0.718,0.041,0.785,0.692,0.138,0.617,0.258,0.793,0.495,0.225,0.463,1
1561,0.755,0.457,0.315,0.85,0.843,0.714,0.821,Good,0.162,0.989,0.532,0.88,0.14,0.245,0.462,0.215,0.17,0.018,0.492,0.085,1
1562,0.404,0.15,0.334,0.741,0.359,0.437,0.56,Average,0.221,0.788,0.749,0.953,0.441,0.355,0.48,0.793,0.953,0.107,0.189,0.23,1
1563,0.363,0.209,0.588,0.441,0.055,0.058,0.865,Average,0.095,0.38,0.255,0.35,0.258,0.362,0.534,0.3,0.333,0.155,0.301,0.568,1
1564,0.347,0.718,0.392,0.96,0.174,0.503,0.264,Excellent,0.646,0.776,0.705,0.99,0.607,0.673,0.516,0.746,0.77,0.454,0.478,0.623,2
1565,0.564,0.683,0.087,0.254,0.362,0.928,0.665,Bad,0.096,0.194,0.463,0.402,0.493,0.967,0.971,0.499,0.353,0.371,0.917,0.128,1
1566,0.793,0.195,0.138,0.1,0.482,0.03,0.803,Good,0.408,0.083,0.715,0.051,0.349,0.178,0.157,0.836,0.921,0.323,0.794,0.65,1
1567,0.235,0.894,0.22,0.801,0.255,0.937,0.182,Bad,0.181,0.631,0.349,0.458,0.44,0.624,0.767,0.217,0.909,0.468,0.054,0.927,1
1568,0.999,0.756,0.355,0.837,0.667,0.624,0.092,Average,0.234,0.18,0.372,0.194,0.868,0.403,0.995,0.055,0.754,0.674,0.171,0.378,1
1569,0.324,0.898,0.286,0.436,0.866,0.89,0.475,Good,0.554,0.105,0.037,0.844,0.31,0.843,0.761,0.052,0.784,0.154,0.055,0.913,1
1570,0.35,0.633,0.179,0.079,0.867,0.761,0.961,Average,0.184,0.068,0.98,0.256,0.575,0.338,0.95,0.676,0.207,0.054,0.71,0.731,1
1571,0.86,0.624,0.462,0.894,0.413,0.567,0.839,Bad,0.843,0.261,0.924,0.363,0.159,0.843,0.373,0.982,0.942,0.187,0.588,0.265,1
1572,0.387,0.842,0.298,0.697,0.247,0.929,0.216,Excellent,0.554,0.724,0.066,0.922,0.971,0.597,0.77,0.744,0.304,0.18,0.084,0.53,1
1573,0.62,0.012,0.075,0.269,0.34,0.379,0.635,Bad,0.144,0.736,0.303,0.032,0.048,0.546,0.818,0.261,0.887,0.863,0.786,0.947,1
1574,0.213,0.443,0.41,0.942,0.573,0.274,0.985,Bad,0.408,0.301,0.89,0.815,0.765,0.7,0.059,0.61,0.724,0.214,0.195,0.321,1
1575,0.87,0.236,0.109,0.714,0.375,0.28,0.997,Average,0.29,0.409,0.974,0.91,0.658,0.71,0.836,0.595,0.322,0.48,0.814,0.767,1
1576,0.231,0.407,0.675,0.636,0.777,0.49,0.958,Excellent,0.313,0.983,0.147,0.151,0.147,0.321,0.155,0.17,0.921,0.267,0.361,0.796,2
1577,0.106,0.953,0.058,0.158,0.897,0.18,0.946,Excellent,0.276,0.799,0.46,0.283,0.743,0.88,0.657,0.423,0.103,0.016,0.27,0.943,1
1578,0.648,0.141,0.349,0.56,0.03,0.754,0.742,Good,0.511,0.751,0.356,0.861,0.762,0.265,0.898,0.971,0.826,0.093,0.638,0.057,1
1579,0.323,0.556,0.474,0.125,0.231,0.673,0.191,Bad,0.665,0.857,0.897,0.237,0.345,0.073,0.656,0.053,0.366,0.068,0.127,0.109,1
1580,0.556,0.897,0.632,0.364,0.407,0.151,0.724,Average,0.214,0.301,0.524,0.346,0.571,0.259,0.026,0.064,0.819,0.321,0.275,0.4,1
1581,0.293,0.214,0.28,0.156,0.862,0.272,0.429,Bad,0.306,0.807,0.616,0.521,0.809,0.426,0.696,0.457,0.331,0.686,0.678,0.973,1
1582,0.659,0.693,0.793,0.663,0.654,0.635,0.812,Good,0.301,0.163,0.988,0.813,0.815,0.168,0.806,0.408,0.08,0.831,0.129,0.77,2
1583,0.262,0.564,0.616,0.287,0.656,0.038,0.681,Average,0.076,0.244,0.352,0.769,0.428,0.775,0.441,0.094,0.885,0.971,0.825,0.091,1
1584,0.001,0.817,0.774,0.297,0.175,0.893,0.974,Bad,0.736,0.173,0.282,0.644,0.125,0.004,0.86,0.206,0.338,0.898,0.063,0.227,1
1585,0.566,0.105,0.822,0.096,0.018,0.697,0.591,Excellent,0.99,0.344,0.098,0.195,0.156,0.852,0.818,0.658,0.274,0.538,0.553,0.892,1
1586,0.576,0.388,0.256,0.415,0.769,0.234,0.811,Bad,0.973,0.465,0.099,0.173,0.895,0.527,0.266,0.974,0.753,0.955,0.421,0.228,1
1587,0.385,0.596,0.411,0.484,0.958,0.241,0.566,Excellent,0.182,0.593,0.603,0.972,0.236,0.678,0.325,0.263,0.251,0.204,0.299,0.963,2
1588,0.413,0.855,0.833,0.134,0.746,0.644,0.047,Bad,0.417,0.429,0.659,0.3,0.836,0.945,0.609,0.067,0.524,0.51,0.673,0.236,1
1589,0.477,0.402,0.966,0.799,0.976,0.028,0.525,Good,0.519,0.18,0.612,0.051,0.864,0.486,0.057,0.758,0.291,0.109,0.703,0.434,2
1590,0.028,0.149,0.506,0.131,0.619,0.405,0.174,Average,0.353,0.071,0.95,0.928,0.546,0.079,0.578,0.793,0.349,0.129,0.56,0.587,1
1591,0.283,0.071,0.566,0.446,0.052,0.573,0.672,Excellent,0.997,0.927,0.245,0.087,0.844,0.4,0.373,0.204,0.815,0.604,0.076,0.877,1
1592,0.9,0.678,0.06,0.56,0.128,0.135,0.625,Good,0.528,0.052,0.757,0.706,0.547,0.118,0.577,0.143,0.056,0.935,0.889,0.313,1
1593,0.09,0.168,0.38,0.875,0.793,0.593,0.853,Excellent,0.039,0.767,0.122,0.227,0.55,0.763,0.371,0.13,0.779,0.615,0.356,0.029,2
1594,0.331,0.15,0.91,0.91,0.904,0.574,0.76,Average,0.148,0.44,0.371,0.919,0.073,0.401,0.186,0.909,0.446,0.161,0.357,0.439,1
1595,0.62,0.966,0.998,0.249,0.574,0.759,0.765,Excellent,0.855,0.996,0.084,0.109,0.614,0.969,0.188,0.216,0.351,0.721,0.237,0.905,2
1596,0.736,0.499,0.554,0.147,0.154,0.706,0.849,Average,0.947,0.551,0.517,0.057,0.073,0.123,0.793,0.462,0.281,0.607,0.163,0.8,1
1597,0.637,0.19,0.027,0.046,0.963,0.522,0.445,Excellent,0.413,0.171,0.763,0.487,0.422,0.704,0.552,0.078,0.043,0.258,0.013,0.277,1
1598,0.077,0.435,0.583,0.385,0.101,0.289,0.743,Average,0.625,0.394,0.43,0.991,0.532,0.738,0.398,0.641,0.071,0.87,0.375,0.308,1
1599,0.896,0.391,0.297,0.087,0.848,0.47,0.785,Excellent,0.921,0.945,0.936,0.749,0.551,0.888,0.658,0.034,0.262,0.895,0.027,0.537,2
1600,0.901,0.414,0.404,0.371,0.661,0.258,0.791,Average,0.698,0.936,0.779,0.116,0.728,0.001,0.297,0.826,0.631,0.924,0.398,0.643,1
1601,0.929,0.642,0.943,0.271,0.382,0.262,0.358,Bad,0.387,0.61,0.767,0.008,0.714,0.549,0.591,0.874,0.768,0.775,0.136,0.309,1
1602,0.858,0.186,0.857,0.642,0.766,0.922,0.141,Bad,0.358,0.3,0.758,0.531,0.489,0.081,0.408,0.108,0.314,0.089,0.006,0.097,1
1603,0.942,0.676,0.054,0.381,0.282,0.559,0.558,Bad,0,0.781,0.672,0.402,0.718,0.779,0.417,0.887,0.216,0.458,0.697,0.095,1
1604,0.73,0.202,0.12,0.856,0.39,0.302,0.099,Average,0.935,0.401,0.523,0.593,0.457,0.617,0.856,0.276,0.389,0.598,0.956,0.705,1
1605,0.918,0.381,0.451,0.868,0.568,0.815,0.372,Bad,0.886,0.556,0.633,0.272,0.923,0.544,0.788,0.169,0.469,0.174,0.24,0.98,1
1606,0.347,0.725,0.614,0.276,0.526,0.016,0.359,Average,0.434,0.39,0.783,0.784,0.312,0.922,0.559,0.507,0.231,0.367,0.465,0.458,1
1607,0.317,0.536,0.989,0.309,0.699,0.891,0.735,Excellent,0.267,0.974,0.969,0.07,0.399,0.236,0.335,0.665,0.612,0.434,0.947,0.485,2
1608,0.979,0.538,0.223,0.651,0.348,0.133,0.285,Good,0.424,0.534,0.508,0.286,0.51,0.648,0.832,0.98,0.233,0.877,0.988,0.302,2
1609,0.301,0.279,0.521,0.215,0.341,0.012,0.804,Bad,0.633,0.534,0.255,0.203,0.228,0.486,0.099,0.176,0.563,0.437,0.265,0.599,1
1610,0.192,0.271,0.382,0.504,0.271,0.714,0.968,Excellent,0.369,0.557,0.231,0.218,0.872,0.345,0.878,0.936,0.109,0.272,0.284,0.368,1
1611,0.906,0.924,0.874,0.733,0.964,0.735,0.287,Bad,0.299,0.432,0.988,0.416,0.194,0.167,0.736,0.985,0.475,0.975,0.934,0.166,1
1612,0.785,0.786,0.873,0.242,0.844,0.706,0.214,Excellent,0.896,0.601,0.105,0.77,0.254,0.33,0.678,0.045,0.325,0.263,0.69,0.345,1
1613,0.817,0.866,0.724,0.299,0.05,0.678,0.253,Average,0.576,0.039,0.658,0.908,0.395,0.838,0.962,0.92,0.292,0.658,0.547,0.611,1
1614,0.301,0.056,0.116,0.196,0.519,0.02,0.838,Excellent,0.57,0.81,0.331,0.188,0.394,0.124,0.611,0.449,0.024,0.726,0.594,0.806,1
1615,0.569,0.08,0.609,0.357,0.299,0.292,0.063,Average,0.194,0.791,0.259,0.878,0.194,0.434,0.699,0.231,0.683,0.364,0.773,0.967,1
1616,0.844,0.001,0.67,0.929,0.984,0.084,0.385,Excellent,0.956,0.82,0.706,0.595,0.583,0.022,0.138,0.49,0.71,0.395,0.058,0.931,2
1617,0.163,0.53,0.744,0.081,0.291,0.121,0.582,Good,0.759,0.214,0.44,0.642,0.94,0.642,0.797,0.788,0.461,0.658,0.259,0.351,1
1618,0.838,0.808,0.072,0.895,0.269,0.031,0.236,Good,0.386,0.913,0.669,0.373,0.42,0.478,0.479,0.856,0.279,0.599,0.954,0.146,1
1619,0.11,0.081,0.787,0.943,0.174,0.787,0.747,Average,0.041,0.306,0.919,0.961,0.287,0.409,0.787,0.879,0.204,0.231,0.661,0.438,2
1620,0.998,0.491,0.101,0.151,0.014,0.506,0.143,Average,0.28,0.748,0.705,0.186,0.748,0.08,0.469,0.918,0.097,0.394,0.127,0.559,1
1621,0.109,0.454,0.254,0.733,0.639,0.663,0.183,Average,0.538,0.423,0.546,0.495,0.198,0.244,0.825,0.952,0.111,0.463,0.419,0.263,1
1622,0.97,0.887,0.173,0.89,0.674,0.273,0.218,Excellent,0.178,0.988,0.798,0.139,0.027,0.243,0.104,0.742,0.706,0.314,0.879,0.832,2
1623,0.728,0.548,0.351,0.54,0.157,0.014,0.041,Bad,0.163,0.475,0.622,0.483,0.079,0.711,0.979,0.674,0.757,0.741,0.906,0.083,1
1624,0.602,0.373,0.9,0.436,0.295,0.991,0.634,Bad,0.357,0.374,0.954,0.066,0.044,0.454,0.567,0.396,0.932,0.588,0.213,0.026,1
1625,0.601,0.573,0.36,0.269,0.013,0.964,0.839,Good,0.62,0.991,0.12,0.731,0.344,0.669,0.023,0.621,0.565,0.756,0.383,0.291,2
1626,0.117,0.148,0.837,0.449,0.058,0.287,0.408,Good,0.47,0.627,0.767,0.657,0.745,0.79,0.539,0.572,0.693,0.847,0.45,0.913,2
1627,0.333,0.705,0.18,0.213,0.387,0.473,0.839,Bad,0.606,0.798,0.524,0.14,0.063,0.261,0.427,0.452,0.616,0.798,0.202,0.405,1
1628,0.092,0.261,0.59,0.431,0.374,0.712,0.538,Average,0.843,0.995,0.615,0.822,0.26,0.973,0.901,0.215,0.151,0.554,0.98,0.956,2
1629,0.481,0.545,0.999,0.356,0.874,0.064,0.526,Excellent,0.293,0.607,0.423,0.624,0.738,0.254,0.185,0.133,0.557,0.225,0.049,0.268,1
1630,0.881,0.725,0.829,0.942,0.529,0.431,0.595,Excellent,0.002,0.444,0.019,0.859,0.221,0.475,0.559,0.553,0.113,0.291,0.685,0.006,2
1631,0.739,0.593,0.551,0.493,0.988,0.024,0.344,Bad,0.905,0.623,0.787,0.941,0.384,0.896,0.365,0.589,0.058,0.662,0.731,0.962,1
1632,0.96,0.009,0.283,0.381,0.446,0.889,0.934,Average,0.195,0.834,0.817,0.352,0.839,0.92,0.033,0.548,0.707,0.327,0.163,0.839,2
1633,0.385,0.175,0.415,0.787,0.777,0.89,0.334,Excellent,0.413,0.053,0.952,0.024,0.449,0.92,0.216,0.109,0.5,0.347,0.406,0.98,2
1634,0.269,0.882,0.15,0.11,0.726,0.46,0.267,Average,0.814,0.367,0.508,0.015,0.609,0.949,0.097,0.428,0.197,0.108,0.322,0.253,1
1635,0.694,0.585,0.93,0.654,0.125,0.247,0.931,Excellent,0.77,0.295,0.545,0.037,0.557,0.838,0.748,0.111,0.254,0.604,0.695,0.327,2
1636,0.223,0.214,0.045,0.617,0.894,0.599,0.819,Average,0.245,0.453,0.586,0.377,0.927,0.849,0.82,0.996,0.304,0.013,0.221,0.972,1
1637,0.897,0.157,0.958,0.359,0.997,0.414,0.501,Excellent,0.197,0.983,0.334,0.76,0.603,0.39,0.174,0.498,0.296,0.982,0.856,0.882,2
1638,0.989,0.879,0.09,0.348,0.064,0.991,0.974,Bad,0.223,0.947,0.153,0.819,0.015,0.21,0.612,0.179,0.418,0.665,0.656,0.588,1
1639,0.078,0.648,0.734,0.187,0.762,0.079,0.48,Average,0.442,0.964,0.168,0.549,0.873,0.237,0.755,0.129,0.745,0.683,0.696,0.694,1
1640,0.3,0.239,0.087,0.84,0.137,0.788,0.909,Good,0.025,0.552,0.792,0.67,0.868,0.75,0.97,0.013,0.813,0.974,0.078,0.589,1
1641,0.15,0.427,0.969,0.147,0.737,0.038,0.668,Average,0.961,0.011,0.413,0.403,0.415,0.105,0.078,0.012,0.242,0.983,0.927,0.206,1
1642,0.564,0.054,0.182,0.217,0.022,0.109,0.871,Bad,0.557,0.417,0.084,0.758,0.106,0.568,0.448,0.357,0.123,0.396,0.243,0.314,1
1643,0.23,0.358,0.616,0.735,0.418,0.64,0.416,Average,0.668,0.929,0.799,0.773,0.757,0.193,0.134,0.446,0.435,0.978,0.631,0.574,2
1644,0.592,0.862,0.99,0.967,0.302,0.065,0.251,Average,0.75,0.31,0.895,0.944,0.909,0.761,0.284,0.509,0.898,0.892,0.14,0.369,2
1645,0.64,0.478,0.409,0.29,0.938,0.604,0.667,Good,0.738,0.991,0.694,0.638,0.201,0.392,0.434,0.067,0.017,0.106,0.286,0.8,1
1646,0.747,0.303,0.722,0.424,0.523,0.045,0.752,Average,0.894,0.804,0.761,0.848,0.397,0.349,0.456,0.921,0.359,0.281,0.55,0.964,1
1647,0.034,0.277,0.732,0.606,0.246,0.225,0.665,Average,0.01,0.228,0.036,0.717,0.927,0.652,0.123,0.337,0.434,0.266,0.181,0.269,1
1648,0.572,0.787,0.772,0.126,0.34,0.944,0.046,Excellent,0.282,0.788,0.497,0.25,0.181,0.975,0.562,0.688,0.561,0.057,0.504,0.698,2
1649,0.712,0.67,0.93,0.107,0.923,0.64,0.468,Excellent,0.042,0.934,0.488,0.712,0.678,0.124,0.568,0.025,0.684,0.903,0.348,0.232,2
1650,0.645,0.84,0.918,0.786,0.472,0.327,0.389,Average,0.244,0.189,0.357,0.596,0.21,0.439,0.428,0.109,0.067,0.612,0.875,0.709,2
1651,0.527,0.471,0.065,0.784,0.603,0.122,0.771,Average,0.835,0.288,0.005,0.572,0.146,0.597,0.111,0.716,0.488,0.842,0.774,0.659,1
